label,bankname,CERT
2,FAIRMOUNT STATE BANK,1829
1,FIRST STATE BANK,18301
2,POWELL STATE BANK,18302
1,STATE BANK,1833
3,BOSTON TRUST WALDEN CO,18342
1,UBANK,18344
1,NORTH DALLAS BANK&TRUST CO,18355
2,CITIZENS STATE BANK,18356
1,COULEE BANK,18361
1,SECURITY STATE BANK,18374
2,SECURITY STB OF WANAMINGO,18378
2,FIRST INDEPENDENT BANK,18380
2,NORTHEAST SECURITY BANK,18384
2,REGIONAL MISSOURI BANK,18385
2,WESTERN COMMERCE BANK,18389
2,FARMERS SAVINGS BANK,18394
2,COMMUNITY STATE BANK,1839
2,MERCHANTS&CITIZENS BANK,183
1,IOWA TRUST&SAVINGS BANK,18400
2,BLACKHAWK BANK&TRUST,18402
1,BANGOR SAVINGS BANK,18408
2,TD BANK NATIONAL ASSN,18409
2,MORTON COMMUNITY BANK,18429
2,FIRST BANK KANSAS,18431
2,FARMERS&MERCHANTS BANK,1843
2,CUSB BANK,18443
2,SECURITY STATE BANK,18448
2,ZAPATA NATIONAL BANK,18454
2,HERITAGE BANK,18463
1,SALISBURY BANK&TRUST CO,18467
2,FIRST KANSAS BANK,18474
1,BIPPUS STATE BANK,1847
2,ANDES STATE BANK,18483
2,ADAMS BANK&TRUST,18489
1,WAYNE BANK&TRUST CO,1849
1,CATHAY BANK,18503
1,FIRST SECURITY STATE BANK,18508
2,FIRST NEW MEXICO BANK,18514
1,WESTSIDE STATE BANK,18518
1,FIRST SERVICE BANK,18519
2,FIRST SECURITY BANK&TRUST CO,1852
2,SUNRISE BANKS NATIONAL ASSN,18561
1,FIRST NB OF BROOKFIELD,18564
2,PEOPLES BK OF KANKAKEE CNTY,18566
2,COMMUNITY BANK OF EASTON,18568
1,PEOPLES STATE BANK,18569
1,BANK OF TEXAS,18576
1,WAUKON STATE BANK,1857
1,COMMERCIAL BANK,18584
1,FIRST BANK OF OWASSO,18592
2,SUNSOUTH BANK,18600
1,AMERICAN BANK OF COMMERCE,18609
2,MONTEZUMA STATE BANK,1860
2,UNION STATE BANK OF EVEREST,18610
1,MANUFACTURERS BANK,18618
1,CITIZENS B&T CO OF JACKSON,18620
2,WAYLAND STATE BANK,1862
1,FIRST B&T CO OF ILLINOIS,18641
2,KANSAS STB OVERBROOK KANSAS,1865
1,CHARTER BANK,18660
2,SECURITY STATE BANK,18677
1,FARMERS STB OF OAKLEY KANSAS,1867
2,BANK OF TESCOTT,1868
2,TEXAS STATE BANK,18698
1,UNION STATE BANK,1869
1,NORTH VALLEY BANK,18710
2,FIRSTBANK,18714
1,GRAND TIMBER BANK,18719
2,CITIZENS STATE BANK,18724
1,NEWTEK BANK NATIONAL ASSN,18734
2,HEARTLAND BANK,18740
2,BRUNING BANK,18748
2,BANK OF LABOR,1874
1,FOUNDATION ONE BANK,18761
1,SUNDOWN STATE BANK,18780
1,CEDAR RAPIDS STATE BANK,18820
2,EXCHANGE STATE BANK,18838
2,PHELPS COUNTY BANK,18841
2,COLCHESTER STATE BANK,18855
1,OKLAHOMA CAPITAL BANK,18856
2,HOCKING VALLEY BANK,18858
2,KENNETT TRUST BANK,18879
2,FIRST NB OF GILLETTE,18880
2,NEIGHBORHOOD NATIONAL BANK,18885
1,COMMUNITY BANK OF TRENTON,18889
2,KRESS NATIONAL BANK,18892
2,FIRST NB OF LAKE JACKSON,18895
2,TRI CITY NATIONAL BANK,18922
2,OLD GLORY BANK,18924
2,BANK OF BELLE GLADE,18930
2,ST MARTIN NATIONAL BANK,18937
2,BK SAN JACINTO CNTY COLDSPRI,18942
1,FARMERS&MERCHANTS BANK,1895
1,RIVER CITY BANK,18983
1,FIRST MIDWEST BANK OF DEXTER,19001
1,PARKWAY BANK&TRUST CO,19008
2,FIRST INDEPENDENT BANK,1900
2,LEGACY BANK,19011
1,COMMERCIAL NB OF TEXARKANA,19024
2,ST CLAIR STATE BANK INC,1903
1,PROFINIUM INC,1905
2,TRIUMPH STATE BANK,1906
2,FIRST NB OF CLARKSDALE,19070
1,INWOOD NATIONAL BANK,19080
2,BANK OF LINDSAY,19087
2,WANDA STATE BANK,1908
1,HARFORD BANK,19101
2,PEOPLES BANK OF MACON,19105
1,FIRST WESTERN BANK&TRUST,19123
2,CASTLE ROCK BANK,1913
1,UNITED COMMUNITY BANK,19143
1,FIRST STATE BANK,19163
2,HILLTOP NATIONAL BANK,19184
2,FIRST MINNETONKA CITY BANK,19188
1,FIRST MW BANK OF THE OZARKS,19212
1,SECURITY NB OF OMAHA,19213
1,BENCHMARK BANK,19215
2,ANB BANK,19220
1,FREMONT BANK,19222
2,FIRST AMERICAN NATIONAL BANK,19226
2,COMMUNITY NB IN MONMOUTH,19230
1,AMERICAN BANK,19234
1,HERITAGE BANK NATIONAL ASSN,19254
1,BANNER CAPITAL BANK,19274
2,CARMINE STATE BANK,19278
2,LOGAN BANK&TRUST CO,19285
1,FIRSTAR BANK,19288
2,FARMERS STB OF TRIMONT,1929
1,AMERICAN NATIONAL BANK,19300
2,NEW MARKET BANK,1931
1,REPUBLIC BANK OF CHICAGO,19333
2,CITIZENS STB NORWOOD YOUNG A,1933
1,FIRST MISSOURI BANK OF SEMO,19349
2,BANK OF ESTES PARK,19351
2,HODGE BANK&TRUST CO,19354
2,ROUND TOP STATE BANK,19358
2,COMMUNITY STB OF MISSOURI,1936
1,RELYANCE BANK,19371
2,BANK OF CROCKER,1937
1,PARK STATE BANK&TRUST,19381
1,UNISON BANK,19396
1,CAPITAL BANK,19401
1,CTBC BANK CORP USA,19416
2,TIPTON LATHAM BANK NA,1941
1,CITIZENS BANK OF THE SOUTH,19420
2,BAC COMMUNITY BANK,19434
2,FIRST FINANCIAL BANK,19440
1,BNA BANK,19448
2,UNITED COMMUNITY BANK,19459
2,METZ BANKING CO,1945
1,ALLIANT BANK,1946
2,CONSUMERS NATIONAL BANK,19482
2,FIRST NB OF TENNESSEE,19502
1,BANK OF SPRINGFIELD,19506
1,ROYAL BANKS OF MISSOURI,19512
2,MT MCKINLEY BANK,19525
1,MACHIAS SAVINGS BANK,19531
1,SKOWHEGAN SAVINGS BANK,19532
1,PIONEER BANK,19540
2,MADISON VALLEY BANK,19544
1,TEXASBANK,19559
2,CITIZENS BANK OF ELDON,1956
1,LAKESIDE BANK,19573
1,BELL BANK,19581
1,NORTHERN STB OF VIRGINIA,19589
1,ALTAMAHA BANK&TRUST CO,19590
2,COMMERCIAL BANK,19595
1,ACADEMY BANK NATIONAL ASSN,19600
2,HOMETOWN BANK NATIONAL ASSN,19603
1,PARK BANK,19608
1,INTERNATIONAL BK OF COM,19629
1,GUARANTY B&T CO OF DELHI LA,19638
2,FIDELITY BANK,19644
2,LAMAR BANK&TRUST CO,1964
2,CITIZENS BANK OF WESTON,19674
2,CITIZENS BANK OF ADA,19679
2,SECURITY STATE BANK,19680
1,COMMUNITY BK OF PARKERSBURG,19681
2,GARDEN PLAIN STATE BANK,19687
2,STATE BANK OF WHITTINGTON,19689
1,NORTHEAST BANK,19690
2,VALUEBANK TEXAS,19700
2,FIRST CENTRAL STATE BANK,19716
1,FARMERS STATE BANK,19720
2,CITIZENS BANK&TRUST CO,1972
1,FIRST WESTROADS BANK INC,19742
2,CITIZENS B&T CO OF VIVIAN LA,19744
2,COMMUNITY STATE BANK,19749
1,SOUTH LAFOURCHE B&T CO,19755
1,INCREDIBLEBANK,19772
2,KAHOKA STATE BANK,19774
2,PEOPLES BANK,19788
2,YELLOWSTONE BANK,1978
2,ABBYBANK,19795
2,MIDLAND COMMUNITY BANK,19796
2,ALLIANCE BANK,197
2,PLAQUEMINE BANK&TRUST CO,19800
1,HERSHEY STATE BANK,19809
1,VALLEY BANK OF KALISPELL,1980
2,SOUTHEAST FIRST NB,19819
1,PIONEER TRUST BANK NA,19827
2,FIRST STATE BANK OF MALTA,1982
1,FRANKLIN SAVINGS BANK,19836
1,WESTERN NEBRASKA BANK,1983
1,WEST GATE BANK,19850
2,COMMERCIAL STATE BANK,1986
1,KS STATEBANK,19899
2,CENTINEL BANK OF TAOS,19904
1,PATHWAY BANK,1992
2,CERESCOBANK,1993
1,LAKELAND BANK,19953
1,ISRAEL DISCOUNT BANK OF NY,19977
2,PENNSVILLE NATIONAL BANK,19978
2,BESSEMER TRUST CO,20015
1,EASTERN NATIONAL BANK,20026
1,MERCHANTS&MANUFACTURERS BANK,20040
1,ALL AMERICA BANK,20093
2,TEXAS EXCHANGE BANK,20099
1,TOWER COMMUNITY BANK,20100
1,BANKFIRST,20130
1,KIRKPATRICK BANK,20156
1,CITIZENS BANK OF LAS CRUCES,20161
1,ASCENT BANK,20162
1,SUNWEST BANK,20164
1,FIRST INDEPENDENCE BANK,20179
2,SOUTH GEORGIA BANKING CO,20198
1,BCBANK INC,20215
1,PINNACLE BANK,20231
1,CITY NB OF FLORIDA,20234
2,BANK OF CADIZ&TRUST CO,20239
1,AMERICAN BANK NATIONAL ASSN,20241
1,FIDELITY BANK,20268
1,COMMUNITY STATE BANK,20279
1,JOHNSON BANK,20296
2,ROCKY MOUNTAIN BANK,20310
1,AMERICAN BANK,20311
2,GULF COAST BANK,20353
1,HEARTLAND BANK&TRUST CO,20369
1,FARMERS&MERCHANTS BANK,2036
1,BANK OF THE ORIENT,20387
2,LIBERTY BANK,20429
2,CITIZENS BANK OF EDINBURG,20454
2,FIRSTSTATE BANK,20468
2,FIRST SECURITY BK OF ROUNDUP,20479
1,BENCHMARK COMMUNITY BANK,20484
2,FIVE POINTS BANK,20488
1,AMERIS BANK,20504
2,AMERICAN BANK&TRUST CO,20537
2,LUMBEE GUARANTY BANK,20568
2,STATE BANK&TRUST OF KENMARE,2057
1,BYLINE BANK,20624
1,FIRST SECURITY BK DEER LODGE,20657
1,NORTHWEST BANK OF ROCKFORD,20666
1,FAHEY BANKING CO,2068
1,SOUTHERN HERITAGE BANK,20698
2,TENNESSEE STATE BANK,20720
1,DALLAS CAPITAL BANK NA,20727
1,PIONEER BANK,20741
1,BORDER BANK,20776
1,CITIZENS TRI-COUNTY BANK,20818
1,WALLIS BANK,20845
2,LIBERTY BANK&TRUST CO,20856
1,CITIZENS GUARANTY BANK,20872
2,BANK OF GUAM,20884
1,NATIONAL CAPITAL BANK OF WA,2093
1,CITIZENS NATIONAL BANK,20954
2,INDEPENDENCE BANK,20989
1,HARDIN COUNTY BANK,20993
2,CONWAY NATIONAL BANK,2102
2,BANK OF TAMPA,21031
2,FIRST STB OF THE SOUTH INC,21050
1,TEXAS BANK,21074
2,FIRST NB OF SOUTH CAROLINA,2107
2,UNITED MISSISSIPPI BANK,21083
1,BANK OF ONTARIO,21085
1,TRI-COUNTY BANK&TRUST CO,210
2,WESTERN STATE BANK,21121
1,BANK OF THE BLUEGRASS&TR CO,21161
2,CREWS BANK&TRUST,21163
2,BANK OF THE MOUNTAINS INC,21219
2,CBBC BANK,21227
2,FIRST KENTUCKY BANK INC,21247
1,LAKESIDE BANK OF SALINA,21255
1,BRADESCO BANK,21265
2,BANK OF PENSACOLA,21284
1,PEOPLESSOUTH BANK,21292
1,NBT FINANCIAL BANK,21329
1,SONATA BANK,21342
1,FIRST NATURALSTATE BANK,21379
2,QUEENSBOROUGH NB&T CO,2138
1,HOLLADAY BANK&TRUST,21448
2,FIDELITY BANK OF TEXAS,21455
1,BANK OF MONTICELLO,2145
2,CROSSROADS BANK,21486
2,WASHINGTON STATE BANK,214
2,CORNERSTONE STATE BANK,21525
2,WEST CENTRAL GEORGIA BANK,21526
1,BANK OF OAK RIDGE,21529
2,GEO D WARTHEN BANK,2154
1,THREE RIVERS BANK OF MONTANA,21557
1,AMERICAN BANK NATIONAL ASSN,21567
1,BANK OF TENNESSEE,21573
2,FIRST STB OF RANDOLPH COUNTY,2157
2,BANK OF GREENE COUNTY,21591
1,HCN BANK,21606
2,FIRST NB OF WAYNESBORO,2160
2,BANK OF BOURBONNAIS,21635
2,PEOPLES BANK OF GRACEVILLE,21692
1,LAKESIDE BANK,21693
1,PREMIER BANK,21714
2,CITIZENS BUSINESS BANK,21716
2,HERITAGE BANK OF SCHAUMBURG,21721
2,FARMERS&MERCHANTS STATE BANK,21728
2,FIRST STATE BANK,21752
3,JPMORGAN CHASE BANK DEARBORN,21761
1,FIRST PORT CITY BANK,21784
2,FIRST STATE BANK OF DEQUEEN,21805
2,LOVELADY STATE BANK,21807
1,MIZUHO BANK USA,21843
1,QUAIL CREEK BANK,21848
2,BESSEMER TRUST CO NA,21868
1,FIRST PEOPLES BANK OF TN,21874
2,TRUPOINT BANK,21883
1,BANK STAR,21897
1,PRIORITYONE BANK,21906
2,KIRKWOOD BANK&TRUST CO,21928
1,TRI COUNTIES BANK,21943
1,STRYV BANK,21955
2,MONTECITO BANK&TRUST,21956
1,FRONTIER STATE BANK,21978
2,COMMUNITY STB OF ROCK FALLS,21988
2,COVINGTON COUNTY BANK,21998
1,ANDREW JOHNSON BANK,22015
1,INSOUTH BANK,22020
2,FIRST NATIONAL BANK USA,22046
2,BANK OF THE ROCKIES,2205
1,GRAND BANK,22065
2,JOHNSON COUNTY BANK,22070
1,MAGNOLIA STATE BANK,22081
1,MAIN BANK,22086
2,FIRST NORTHERN BANK OF WY,2208
1,COFFEE COUNTY BANK,22090
1,FIRST NATIONAL CMTY BANK,22092
1,CACHE VALLEY BANK,22134
1,RABUN COUNTY BANK,22138
1,PROGRESSIVE BANK,22139
1,UNITED BANKERS BANK,22180
1,BARWICK BANKING CO,22205
2,COMMONWEALTH NATIONAL BANK,22229
2,UNION BANK&TRUST CO,22242
2,BANK OF BRIDGER NA,2224
1,COLONY BANK,22257
2,AMERICAN STB OF GRYGLA,22263
2,FIRST NATIONAL BANK,22271
1,BANK OF MINGO,22273
1,FIRST NATIONS BANK,22282
2,RNB STATE BANK,2228
2,RSNB BANK,2229
1,WEST MICHIGAN COMMUNITY BANK,22308
1,LEGACY BANK&TRUST CO,22319
2,PINNACLE BANK WYOMING,2232
1,ONE COMMUNITY BANK,22334
2,BANK OF THE PANHANDLE,22340
1,COMMERCIAL BANK,22354
1,PINNACLE BANK INC,22355
2,CITIZENS BANK,22358
1,GBC INTERNATIONAL BANK,22366
1,AMERICAN NATIONAL BANK&TRUST,22373
2,ANAHUAC NATIONAL BANK,22381
1,PEOPLES COMMUNITY BANK,22394
1,CENTRAL NATIONAL BANK,22396
1,MODERN BANK NATIONAL ASSN,22398
2,FIRST AMERICAN BANK,2240
2,CNB BANK,2241
2,WASHITA STATE BANK,22430
1,BANKCHAMPAIGN NATIONAL ASSN,22434
1,INLAND BANK&TRUST,22444
1,WRAY STATE BANK,22447
2,FIRST STATE BANK,22448
2,JAMES POLK STONE CMTY BANK,2244
1,VOLUNTEER STATE BANK,22451
2,MONTEREY COUNTY BANK,22460
1,BANK OF THE SOUTHWEST,2247
2,WESTERN BANK,2249
2,FIRST CITIZENS BANK OF BUTTE,22502
2,UTAH INDEPENDENT BANK,22514
1,SPRING HILL STATE BANK,22526
1,FIRST SECURE BANK&TRUST CO,22536
1,PEOPLES BANK OF ALABAMA,22537
2,FIRST PROGRESSIVE BANK,22549
2,FIRST TEXAS BANK,22551
2,BRAVERA BANK,22559
2,COMMUNITY STATE BANK,22567
1,BRIGHTON BANK,22578
2,BANK OF THE SIERRA,22597
2,FLORA BANK&TRUST,22598
1,VALLEY BANK OF COMMERCE,22600
2,CITIZENS BANK,22601
2,TOWN COUNTRY UNITED BANK,22621
2,COMMUNITY BANK OF MARSHALL,22636
2,BANK OF COMMERCE,22639
2,GREEN DOT BK DBA BONNEVILLE,22653
2,CITIZENS STATE BANK,22657
2,NEVADA BANK&TRUST CO,22669
2,GUTHRIE COUNTY STATE BANK,226
1,ZIONS BCORP N A,2270
2,CITIZENS B&T CO OF ARDMORE,22717
1,FIRST UTAH BANK,22738
1,BANK OF ST FRANCISVILLE,22739
2,FIRST NATIONAL BANK OF ELY,2273
1,PEOPLES B&T CO PICKETT CNTY,22756
1,BRICKYARD BANK,22811
2,LAUDERDALE COUNTY BANK,22835
2,BANK OF GIBSON CITY,22838
2,LATIMER STATE BANK,22839
1,NORTH VALLEY BANK,2284
1,OKLAHOMA HERITAGE BANK,22855
1,UNITED BANK,22858
1,GENOA BANKING CO,2285
2,COMMUNITY BANK OF RAYMORE,22867
1,BUCKEYE STATE BANK,2286
1,HICKORY POINT BANK&TRUST,22874
2,SOUTHWEST MISSOURI BANK,22876
2,FARMERS&MINERS BANK,22888
2,PUTNAM COUNTY STATE BANK,22895
2,COMMODORE BANK,2289
1,AMERICAN STATE BANK,228
2,FARMERS SAVINGS BANK,2290
1,FIRST BANK&TRUST CO,22918
1,INDEPENDENCE BANK,22925
2,WHEATLAND BANK,22939
2,AMERICAN NB OF MT PLEASANT,22942
1,AMERANT BANK NATIONAL ASSN,22953
1,CITIZENS BK MORGANTOWN INC,22954
1,WEST TEXAS NATIONAL BANK,22957
2,FIRST COMMUNITY BANK,22964
1,STATE BANK,22971
1,TWIN RIVER BANK,22993
1,OREGON PACIFIC BK DBA OR PAC,23007
2,BANK OF MAGNOLIA CO,2300
2,FIRST STATE BANK,2301
2,CENTRAL VALLEY CMTY BANK,23030
2,BANK OF THE PACIFIC,23041
1,NEW OMNI BANK NATIONAL ASSN,23086
2,WASHITA VALLEY BANK,2308
1,PEOPLES B&T POINTE COUPEE PA,23090
1,ALPINE BANK,23091
2,BANK OF PROTECTION,23099
2,COMMUNITY STATE BANK,230
2,BANK OF BARTLETT,23123
2,HURON STATE BANK,23126
2,SOUTH LOUISIANA BANK,23144
2,FIRST CITIZENS BANK,23152
1,ARMSTRONG BANK,2315
1,METHOD BANK,2317
2,COMMUNITY BANK&TRUST CO,23189
1,COMMERCIAL SAVINGS BANK,231
2,CARSON COMMUNITY BANK,2320
1,BANKERS BANK OF THE WEST,23210
1,WOODFOREST NATIONAL BANK,23220
2,MISSISSIPPI RIVER BANK,23222
1,CALIFORNIA PACIFIC BANK,23242
2,NORTH ADAMS STATE BANK,23244
1,COMMUNITY STATE BANK,23257
1,AVB BANK,2326
2,SIOUXLAND BANK,23270
2,PLUMAS BANK,23275
1,LOCAL BANK,2327
1,FALL RIVER FIVE CENTS SB,23286
1,CAPE COD FIVE CENTS SB,23287
2,AMERICAN EXC BK LINDSAY OK,2328
2,FLORENCE BANK,23293
1,SALEM FIVE CENTS SB,23296
2,WATERTOWN SAVINGS BANK,23298
1,SOLON STATE BANK,232
1,PEOPLES BANK&TRUST CO,2331
1,UNITED ORIENT BANK,23373
1,FIRST JACKSON BANK INC,23376
2,EVERGREEN NATIONAL BANK,23404
2,FIRST NB OF BURLESON,23430
3,BANK OF NY MELLON TR CO NA,23472
1,FIRST FIDELITY BANK,23473
2,AMERICAN NB OF TEXAS,23474
1,TBK BANK SSB,23498
2,POCAHONTAS STATE BANK,234
2,CITIZENS BANK INC,23523
1,BANKERS BANK,23537
2,MUNICIPAL TRUST&SAVINGS BANK,23546
2,COMMUNITY BK EL DORADO SPRIN,23551
2,LAMAR NATIONAL BANK,23597
2,MAUCH CHUNK TRUST CO,2359
1,SECURITY STATE BANK,235
1,DEDHAM INST FOR SVG,23620
1,BERKSHIRE BANK,23621
1,BRISTOL COUNTY SAVINGS BANK,23622
1,WASHINGTON TR CO OF WESTERLY,23623
1,REPUBLIC BANK&TRUST CO,23627
1,TIB NATIONAL ASSN,23647
1,VAST BANK NATIONAL ASSN,23737
3,WELLINGTON TRUST CO NA,23741
1,MISSION NATIONAL BANK,23749
1,FMS BANK,23764
2,COMMERCE BANK,23772
2,MCCURTAIN COUNTY NB,23798
2,TEXAS FIRST BANK,23799
2,BANK OF GLEASON,2379
1,UNITED PACIFIC BANK,23805
1,TRAILWEST BANK,23806
1,CARROLL BANK&TRUST,2380
2,FIRST STB OF DEKALB COUNTY,23815
3,BANK OF JACKSON HOLE TRUST,23826
1,SUMMIT BANK,23864
1,AMERICAN BANK NATIONAL ASSN,23886
2,SECURITY BANK,2391
1,ONEUNITED BANK,23966
2,MINNESOTA LAKES BANK,23986
2,MINERS EXCHANGE BANK,23989
1,COUNTRY BANK FOR SAVINGS,23992
1,STATE BANK OF INDIA CA,23998
1,HARBOR BANK OF MARYLAND,24015
1,BRAZOS NATIONAL BANK,24038
1,PACIFIC WESTERN BANK,24045
2,ATASCOSA BANK,24064
2,CITIZENS NATIONAL BANK,24085
1,OCEAN BANK,24156
1,HANMI BANK,24170
1,CAPITOL NATIONAL BANK,24199
1,BANK OF WHITTIER NA,24211
1,CHASEWOOD BANK,24272
1,PAVILLION BANK,24303
2,LLANO NATIONAL BANK,24305
1,FIRST CREDIT BANK,24332
2,LONE STAR NATIONAL BANK,24347
1,FIRST COMMUNITY BANK,24353
1,CITY NATIONAL BANK,24367
1,INDUSTRIAL&COMMERCIAL BK CHI,24387
1,CLEAR MOUNTAIN BANK,2443
1,PROGRESSIVE NATIONAL BANK,24443
2,CLAY COUNTY BANK INC,2444
1,AMERICAN NATION BANK,24472
1,PIONEER COMMUNITY BANK INC,2448
2,FIRST STATE BANK,24498
1,INTERAUDI BANK,24516
2,WEST UNION BANK,2452
1,DAVIS TRUST CO,2453
1,BANK OF NEW ENGLAND,24540
1,BANK OF BRODHEAD,2455
2,TEXAS COMMUNITY BANK,24563
1,RACCOON VALLEY BANK,245
1,FIRST COMMERCIAL BANK NA,24603
1,TRIAD BANK NATIONAL ASSN,24677
1,CITIZENS STATE BANK,2467
1,NORTHWESTERN BANK,2468
2,BADGER BANK,2469
1,BANK OF DEERFIELD,2477
1,INTERNATIONAL FINANCE BANK,24823
1,ATLANTIC CMTY BANKERS BANK,24829
1,NEKOOSA PORT EDWARDS STB,2482
2,FIRST NM BANK OF SILVER CITY,24865
3,BNY MELLON TRUST OF DELAWARE,24867
1,COMMUNITY NATIONAL BANK,24897
1,STATE SAVINGS BANK,248
2,FIRST NB OF S PADRE ISL,24902
2,UWHARRIE BANK,24919
1,WOORI AMERICA BANK,24920
2,GRAND VALLEY BANK,24922
3,STATE STREET B&T CO NA,24938
2,INTERNATIONAL BK OF COM,24961
2,VALLEY BANK OF RONAN,24966
1,NATIONAL IRON BANK,2496
2,COMMERCE BANK,24998
2,SUMMIT NATIONAL BANK,25054
1,HABIB AMERICAN BANK,25093
1,CITY BANK,25103
1,FIRST NB NORTHWEST FLORIDA,25122
1,FINANCE FACTORS LTD,25158
2,COMMUNITY NB OF OKARCHE,25161
1,MEADE COUNTY BANK,25173
1,BANK OF AMERICA CA NA,25178
2,FIRST SECURITY BANK,251
1,FIRST NATIONAL BANKERS BANK,25247
1,C3BANK NATIONAL ASSN,25249
1,INTERCREDIT BANK NA,25258
2,STATE BANK OF BROOKS,25260
2,TRUBANK,25267
1,BANK OF THE VALLEY,25291
1,PINNACLE BANK,252
1,BOC BANK,25328
1,LUANA SAVINGS BANK,253
2,FIRST WHITNEY BANK&TRUST,254
2,CEDAR SECURITY BANK,25591
0,CREDIT ONE BANK NA,25620
2,SAGE CAPITAL BANK,25621
1,BEACON BUSINESS BANK NA,25644
2,COMMUNITY NATIONAL BANK,25665
3,CITICORP TRUST DELAWARE NA,25677
2,INTERNATIONAL BK OF COM,25679
1,BANK OF WEST,25703
1,MURPHY BANK,25726
1,SOVEREIGN BANK,25738
1,SMALL BUSINESS BANK,25744
1,EASTBANK NATIONAL ASSN,25749
2,COMMUNITY BANK,25750
1,COMMUNITY BANK,25752
2,PEOPLES BANK&TRUST,25795
1,COMMUNITY B&T WEST GEORGIA,25796
1,HATCH BANK,25803
3,BROWN BROTHERS HARRIMAN TR N,25824
1,MIDWEST IND BANKERSBANK,25849
1,EQUITY BANK,25858
1,METROPOLITAN BANK,25869
1,FIRST EAGLE BANK,25883
2,RIO BANK,25886
0,FIRST NATIONAL BANK,25894
1,STOCK YARDS BANK&TRUST CO,258
2,BANCO DE LA NACION ARGENTINA,25927
2,VALLEY STATE BANK,26021
1,BANK OF EAST ASIA LTD,26028
1,NATIONAL GRAND BK MARBLEHEAD,2608
1,MILLBURY NATIONAL BANK,2616
1,TEXAS NB OF JACKSONVILLE,26181
1,CHARTER WEST BANK,26185
1,HAVERFORD TRUST CO,26189
2,BANK OF COMMERCE,26217
1,FIRST NATIONAL BANK,26219
1,GOLDEN BANK NATIONAL ASSN,26223
2,FIRST NB OF DUBLIN,26228
2,FIRST NB IN MARLOW,26260
1,HOME BANK OF CALIFORNIA,26271
1,PACIFIC NATIONAL BANK,26299
1,CITIZENS BANK,262
2,FIRST AMERICAN TRUST FSB,26312
1,FLORIDA CAPITAL BANK NA,26323
1,GENESEE REGIONAL BANK,26333
1,VILLAGE BANK,26336
2,FLINT HILLS BANK,26340
2,RBC BANK GEORGIA NA,26342
1,UNITY NB OF HOUSTON,26351
1,STATE BANK OF SOUTHWEST MO,26358
1,COMMUNITY COMMERCE BANK,26363
2,PIKE NATIONAL BANK,26379
1,CITIZENS NATIONAL BANK N A,26381
3,DEUTSCHE BANK TR CO DELAWARE,26392
1,PITTSFIELD COOP BANK,26393
1,MUTUALONE BANK,26395
2,GREENFIELD COOP BANK,26397
1,AMERICAN NATIONAL BANK,26398
1,BANK OF IDAHO,26403
1,HAVERHILL BANK,26411
2,COMMUNITY STB OF CANTON,26416
1,TERRABANK NATIONAL ASSN,26442
1,EVERETT COOP BANK,26444
1,CANTON COOP BANK,26450
1,FIDELITY COOP BANK,26451
1,SAVERS COOP BANK,26455
3,STATE STREET B&T CO OF CA NA,26474
1,NEEDHAM BANK,26483
1,NORTH SHORE BANK A COOP BANK,26484
1,WALPOLE COOP BANK,26487
1,AMERICAN NB OF MINNESOTA,26499
1,METHUEN COOP BANK,26512
1,STOUGHTON COOP BANK,26513
1,WAKEFIELD COOP BANK,26516
1,CAPE COD COOP BANK,26517
2,FROST STATE BANK,26519
1,SECURITY BANK OF SW MO,26520
2,THE BANK,26522
1,HOMETOWN BANK,26523
1,DENALI STATE BANK,26530
1,BANKGLOUCESTER,26536
2,MICRONESIA,26539
1,BANK OF DESOTO NATIONAL ASSN,26542
1,FIRST NATIONAL BANK,26543
2,BANK OF EASTON,26554
1,ONELOCAL BANK,26555
1,STONEHAMBANK A COOP BANK,26559
2,DELTA BANK,26564
2,NORTH CAMBRIDGE COOP BANK,26567
1,WRENTHAM COOP BANK,26576
1,DEDICATED COMMUNITY BANK,26588
1,ABINGTON BANK,26590
1,COASTAL HERITAGE BANK,26591
1,CHARLES RIVER BANK,26602
1,BANK OF HOPE,26610
1,READING COOP BANK,26620
3,ROCKEFELLER TRUST CO NA,26622
1,UNITED TEXAS BANK,26626
1,BANK OF THE WEST,26627
2,DELTA NATIONAL BANK&TRUST CO,26633
1,MECHANICS COOP BANK,26634
1,FIRSTRUST SAVINGS BANK,26647
2,BANDERA BANK,26653
1,AMISTAD BANK,26658
1,BANKERS BANK,26677
1,PNB COMMUNITY BANK,26687
1,BANK OF ALMA,26689
1,RIVER CITY BANK INC,26703
1,BALBOA THRIFT&LOAN ASSN,26704
1,SPECTRA BANK,26708
2,BANCO DO BRASIL AMERICAS,26725
1,BANK OF SOUTH TEXAS,26727
3,DEUTSCHE BANK NATIONAL TR CO,26732
2,TEXAS FINANCIAL BANK,26738
1,MINNESOTA 1ST CREDIT&SVG INC,26755
1,GREEN BELT BANK&TRUST,26760
1,KEB HANA BANK USA NA,26790
1,HOME SAVINGS BANK,26798
1,EVABANK,26799
2,KENTUCKY FARMERS BANK CORP,267
1,LIBERTY BANK INC,26816
1,FIRST NATIONAL BANK OF PASCO,26829
2,FIRST NB OF BROOKSVILLE,2682
1,CHESAPEAKE BANK&TRUST CO,26847
1,FALCON INTERNATIONAL BANK,26856
1,COMMUNITY BANKERS BANK,26871
2,SAFRA NB OF NEW YORK,26876
1,SOFI BANK NATIONAL ASSN,26881
2,LIBERTY BANK MINNESOTA,26891
